article_id,date,country,headline,news_topic,true_label,event_month,severity_weight,difficulty,hard_case_type,is_hard_case
ART005313,2023-03-05,Bolivia,"Diego Rojas asks for parliamentary hearings on fuel subsidies in Bolivia, after talks with coalition deputies [593]",politics,other,,0,easy,none,no
ART005314,2023-03-05,Thailand,"Justice Minister Narin Phol rejects opposition claims of an imminent purge of judges, after images of armored vehicles circulated online [765]",security,other,,0,hard,denial_or_rumor,yes
ART005315,2023-03-05,Thailand,"Thailand's parliament opens a new session focused on municipal finance rules, while labor unions press for wage talks [954]",politics,other,,0,easy,none,no
ART005316,2023-03-05,Thailand,"Thailand signs a memorandum on transport corridors and trade facilitation, amid new talks on migration and trade [901]",international,other,,0,easy,none,no
ART005317,2023-03-06,Guinea,"Analysts in Conakry revisit the 2021 crisis as lawmakers debate new security oversight rules, as investors ask whether the comparison is overdone [722]",politics,other,,0,hard,historical_reference,yes
ART005318,2023-03-06,Guinea,"Guinean Armed Forces begins a routine training exercise near Conakry, while aid groups ask for more safeguards on the route [165]",security,other,,0,easy,none,no
ART005319,2023-03-06,Guinea,"Guinea and Liberia and Sierra Leone open talks on joint patrol coordination, as ministers seek financing for transport links [480]",international,other,,0,easy,none,no
ART005320,2023-03-06,Mali,"Gold exporters in Mali welcome a new logistics package, while the finance ministry revises forecasts [454]",economy,other,,0,easy,none,no
ART005321,2023-03-06,Mali,"ECOWAS envoys visit Bamako to discuss regional power links, amid new talks on migration and trade [585]",international,other,,0,easy,none,no
ART005322,2023-03-06,Mali,"Teachers in Bamako suspend a strike while negotiations continue over teacher salaries, after a late-night meeting with ministers [784]",society,other,,0,easy,none,no
ART005323,2023-03-06,Tunisia,"Andean Community envoys brief officials in Tunis on tensions inside Bolivia, as businesses hedge against spillovers from the neighboring crisis [227]",international,other,,0,hard,foreign_event_reference,yes
ART005324,2023-03-06,Tunisia,"Tunisian Armed Forces begins a routine training exercise near Tunis, while aid groups ask for more safeguards on the route [417]",security,other,,0,easy,none,no
ART005325,2023-03-06,Tunisia,"Lawyers in Tunis debate digital reforms meant to reduce delays in civil courts, after judges requested more time for deliberation [182]",law,other,,0,easy,none,no
ART005326,2023-03-06,Bolivia,"Lithium exporters in Bolivia welcome a new logistics package, while the finance ministry revises forecasts [266]",economy,other,,0,easy,none,no
ART005327,2023-03-06,Bolivia,"Quispe rejects calls for a cabinet reshuffle during talks in La Paz, while labor unions press for wage talks [402]",politics,other,,0,easy,none,no
ART005328,2023-03-06,Bolivia,"Council of Magistrates backs a digital filing reform meant to reduce case backlogs in Bolivia, as reformers argue that efficiency is being mistaken for politicization [843]",law,other,,0,hard,institutional_reform_noise,yes
ART005329,2023-03-06,Thailand,"Chaiyasit rejects calls for a cabinet reshuffle during talks in Bangkok, while labor unions press for wage talks [814]",politics,other,,0,easy,none,no
ART005330,2023-03-06,Thailand,"Thailand and Cambodia and Laos open talks on border trade rules, amid new talks on migration and trade [569]",international,other,,0,easy,none,no
ART005331,2023-03-06,Thailand,"Traders in Bangkok watch reports of coup rumors in Guinea as border freight slows, while local ministers stress that the risk is external, not domestic [786]",international,other,,0,hard,foreign_event_reference,yes
ART005332,2023-03-07,Guinea,"Columnists say President Mamadou Keita's cabinet is staging a 'judicial coup' in the battle over port fees, while government allies dismiss the phrase as campaign theater [536]",law,other,,0,hard,metaphorical_language,yes
ART005333,2023-03-07,Guinea,"Commanders brief parliament on efforts to contain illegal mining camps, with merchants urging faster escorts for convoys [264]",security,other,,0,easy,none,no
ART005334,2023-03-07,Guinea,"Guinea's central bank keeps rates unchanged as transport costs remain volatile, while the finance ministry revises forecasts [842]",economy,other,,0,easy,none,no
ART005335,2023-03-07,Mali,"Alliance for Sovereignty lawmakers propose routine updates to court budgeting and case management, with legal scholars calling the package largely administrative [461]",law,other,,0,hard,institutional_reform_noise,yes
ART005336,2023-03-07,Mali,"Teachers in Bamako suspend a strike while negotiations continue over hospital staffing, as unions threaten further action [185]",society,other,,0,easy,none,no
ART005337,2023-03-07,Mali,"Malian Armed Forces begins a routine training exercise near Bamako, after commanders briefed lawmakers on the operation [783]",security,other,,0,easy,none,no
ART005338,2023-03-07,Tunisia,"Parliament debates a judicial transparency bill focused on publishing court statistics, while opposition parties search for broader political meaning in a narrow legal change [761]",law,other,,0,hard,institutional_reform_noise,yes
ART005339,2023-03-07,Tunisia,"Finance officials in Tunisia revise growth expectations after a stronger quarter, with traders expecting a stable harvest season [512]",economy,other,,0,easy,none,no
ART005340,2023-03-07,Tunisia,"Ben Salem rejects calls for a cabinet reshuffle during talks in Tunis, while labor unions press for wage talks [472]",politics,other,,0,easy,none,no
ART005341,2023-03-07,Bolivia,"Diplomats say Bolivia wants a broader regional deal on migration procedures, before a regional summit in the capital [325]",international,other,,0,easy,none,no
ART005342,2023-03-07,Bolivia,"Bolivia's central bank keeps rates unchanged as currency pressure eases in urban markets, with traders expecting a stable harvest season [197]",economy,other,,0,easy,none,no
ART005343,2023-03-07,Bolivia,"Bolivia signs a memorandum on transport corridors and trade facilitation, amid new talks on migration and trade [122]",international,other,,0,easy,none,no
ART005344,2023-03-07,Thailand,"Pimchanok Saelim asks for parliamentary hearings on port modernization in Thailand, as local election preparations begin [834]",politics,other,,0,easy,none,no
ART005345,2023-03-07,Thailand,"Security forces in Thailand escort commercial convoys through high-risk areas, as border officials tighten inspections [812]",security,other,,0,easy,none,no
ART005346,2023-03-07,Thailand,"Hospital unions in Thailand press ministers for clarity on youth job programs, while parents and students call for clarity [896]",society,other,,0,easy,none,no
ART005347,2023-03-08,Guinea,"President Mamadou Keita meets coalition lawmakers as Guinea debates electricity arrears, as local election preparations begin [702]",politics,other,,0,easy,none,no
ART005348,2023-03-08,Guinea,"Guinean Armed Forces begins a routine training exercise near Conakry, while aid groups ask for more safeguards on the route [422]",security,other,,0,easy,none,no
ART005349,2023-03-08,Guinea,"Civil society groups in Guinea launch a campaign on teacher salaries, after a late-night meeting with ministers [781]",society,other,,0,easy,none,no
ART005350,2023-03-08,Mali,"General Abdoulaye Maiga denies coup rumors after an overnight deployment near Bamako, but social media chatter keeps markets on edge [152]",law,other,,0,hard,denial_or_rumor,yes
ART005351,2023-03-08,Mali,"Justice Minister Oumar Dembélé rejects opposition claims of an imminent purge of judges, while opposition parties demand more transparency [459]",law,other,,0,hard,denial_or_rumor,yes
ART005352,2023-03-08,Mali,"Interior officials in Mali announce new steps against illegal mining camps, while aid groups ask for more safeguards on the route [291]",security,other,,0,easy,none,no
ART005353,2023-03-08,Tunisia,"University researchers in Tunis publish a report on lessons from the 2002 constitutional crisis, while ministers insist the current situation is different [294]",politics,other,,0,hard,historical_reference,yes
ART005354,2023-03-08,Tunisia,"Supreme Judicial Council opens consultations on case backlogs and court staffing, while bar associations follow the case closely [446]",law,other,,0,easy,none,no
ART005355,2023-03-08,Tunisia,"Government spokesmen in Tunisia say there is no plan to rewrite presidential term rules, as lawyers ask the cabinet to publish the full draft decree [552]",politics,other,,0,hard,denial_or_rumor,yes
ART005356,2023-03-08,Bolivia,"Finance officials in Bolivia revise growth expectations after a stronger quarter, after exporters reported stronger shipments [446]",economy,other,,0,easy,none,no
ART005357,2023-03-08,Bolivia,"Council of Magistrates opens consultations on case backlogs and court staffing, while bar associations follow the case closely [371]",law,other,,0,easy,none,no
ART005358,2023-03-08,Bolivia,"Bolivia's parliament opens a new session focused on grain reserves, ahead of next month's budget session [722]",politics,other,,0,easy,none,no
ART005359,2023-03-08,Thailand,"Diplomats in Bangkok discuss whether term-limit tensions in Bolivia could disrupt regional summits, even though domestic institutions remain unchanged [114]",international,other,,0,hard,foreign_event_reference,yes
ART005360,2023-03-08,Thailand,"Interior officials in Thailand announce new steps against rural road checkpoints, with merchants urging faster escorts for convoys [623]",security,other,,0,easy,none,no
ART005361,2023-03-08,Thailand,"Chaiyasit rejects calls for a cabinet reshuffle during talks in Bangkok, ahead of next month's budget session [290]",politics,other,,0,easy,none,no
ART005362,2023-03-09,Guinea,"Hospital unions in Guinea press ministers for clarity on urban transport strikes, as unions threaten further action [652]",society,other,,0,easy,none,no
ART005363,2023-03-09,Guinea,"Hospital unions in Guinea press ministers for clarity on teacher salaries, after a late-night meeting with ministers [771]",society,other,,0,easy,none,no
ART005364,2023-03-09,Guinea,"Finance officials in Guinea revise growth expectations after a stronger quarter, after exporters reported stronger shipments [940]",economy,other,,0,easy,none,no
ART005365,2023-03-09,Mali,"Finance officials in Mali revise growth expectations after a stronger quarter, with traders expecting a stable harvest season [847]",economy,other,,0,easy,none,no
ART005366,2023-03-09,Mali,"Commanders brief parliament on efforts to contain cross-border livestock theft, with merchants urging faster escorts for convoys [653]",security,other,,0,easy,none,no
ART005367,2023-03-09,Mali,"Finance officials in Mali revise growth expectations after a stronger quarter, with traders expecting a stable harvest season [188]",economy,other,,0,easy,none,no
ART005368,2023-03-09,Tunisia,"Diplomats in Tunis discuss whether term-limit tensions in Guinea could disrupt regional summits, with most concern focused on trade and migration rather than regime change at home [558]",international,other,,0,hard,foreign_event_reference,yes
ART005369,2023-03-09,Tunisia,"Teachers in Tunis suspend a strike while negotiations continue over youth job programs, despite promises of a rapid settlement [886]",society,other,,0,easy,none,no
ART005370,2023-03-09,Tunisia,"President Karim Ben Salem meets coalition lawmakers as Tunisia debates teacher hiring, as local election preparations begin [428]",politics,other,,0,easy,none,no
ART005371,2023-03-09,Bolivia,"Andean Community envoys visit La Paz to discuss customs reform, as ministers seek financing for transport links [216]",international,other,,0,easy,none,no
ART005372,2023-03-09,Bolivia,"President Lucia Quispe says judicial salaries and infrastructure will be discussed in the next budget, as business groups lobby for clarity [429]",law,other,,0,easy,none,no
ART005373,2023-03-09,Bolivia,"Government spokesmen in Bolivia say there is no plan to rewrite presidential term rules, while opposition parties demand more transparency [259]",politics,other,,0,hard,denial_or_rumor,yes
ART005374,2023-03-09,Thailand,"Parliament debates a judicial transparency bill focused on publishing court statistics, while opposition parties search for broader political meaning in a narrow legal change [572]",law,other,,0,hard,institutional_reform_noise,yes
ART005375,2023-03-09,Thailand,"Interior officials in Thailand announce new steps against rural road checkpoints, after commanders briefed lawmakers on the operation [870]",security,other,,0,easy,none,no
ART005376,2023-03-09,Thailand,"Justice Minister Narin Phol rejects opposition claims of an imminent purge of judges, while opposition parties demand more transparency [254]",law,other,,0,hard,denial_or_rumor,yes
ART005377,2023-03-10,Guinea,"Flood mitigation plans dominate local radio in Conakry after heavy rain, after a late-night meeting with ministers [383]",society,other,,0,easy,none,no
ART005378,2023-03-10,Guinea,"Bauxite exporters in Guinea welcome a new logistics package, while the finance ministry revises forecasts [463]",economy,other,,0,easy,none,no
ART005379,2023-03-10,Guinea,"Guinea's parliament opens a new session focused on municipal finance rules, while labor unions press for wage talks [808]",politics,other,,0,easy,none,no
ART005380,2023-03-10,Mali,"Mariam Traore asks for parliamentary hearings on fuel subsidies in Mali, after talks with coalition deputies [115]",politics,other,,0,easy,none,no
ART005381,2023-03-10,Mali,"Business leaders in Bamako warn that port delays are raising costs for importers, while the finance ministry revises forecasts [255]",economy,other,,0,easy,none,no
ART005382,2023-03-10,Mali,"Flood mitigation plans dominate local radio in Bamako after heavy rain, while parents and students call for clarity [917]",society,other,,0,easy,none,no
ART005383,2023-03-10,Tunisia,"Tunisia's central bank keeps rates unchanged as food prices cool for a second month, with traders expecting a stable harvest season [931]",economy,other,,0,easy,none,no
ART005384,2023-03-10,Tunisia,"Tunisia signs a memorandum on transport corridors and trade facilitation, while diplomats prepare a joint communiqué [470]",international,other,,0,easy,none,no
ART005385,2023-03-10,Tunisia,"Hospital unions in Tunisia press ministers for clarity on flood response plans, after a late-night meeting with ministers [506]",society,other,,0,easy,none,no
ART005386,2023-03-10,Bolivia,"Teachers in La Paz suspend a strike while negotiations continue over youth job programs, after a late-night meeting with ministers [425]",society,other,,0,easy,none,no
ART005387,2023-03-10,Bolivia,"Finance officials in Bolivia revise growth expectations after a stronger quarter, after exporters reported stronger shipments [755]",economy,other,,0,easy,none,no
ART005388,2023-03-10,Bolivia,"Diego Rojas asks for parliamentary hearings on port modernization in Bolivia, while labor unions press for wage talks [639]",politics,other,,0,easy,none,no
ART005389,2023-03-10,Thailand,"Business leaders in Bangkok warn that port delays are raising costs for importers, with traders expecting a stable harvest season [284]",economy,other,,0,easy,none,no
ART005390,2023-03-10,Thailand,"Royal Thai Armed Forces begins a routine training exercise near Bangkok, with merchants urging faster escorts for convoys [955]",security,other,,0,easy,none,no
ART005391,2023-03-10,Thailand,"Chaiyasit rejects calls for a cabinet reshuffle during talks in Bangkok, after talks with coalition deputies [403]",politics,other,,0,easy,none,no
ART005392,2023-03-11,Guinea,"Guinea signs a memorandum on transport corridors and trade facilitation, before a regional summit in the capital [324]",international,other,,0,easy,none,no
ART005393,2023-03-11,Guinea,"Guinea's parliament opens a new session focused on grain reserves, ahead of next month's budget session [912]",politics,other,,0,easy,none,no
ART005394,2023-03-11,Guinea,"Diplomats say Guinea wants a broader regional deal on regional power links, amid new talks on migration and trade [751]",international,other,,0,easy,none,no
ART005395,2023-03-11,Mali,"Diplomats in Bamako discuss whether term-limit tensions in Bolivia could disrupt regional summits, even though domestic institutions remain unchanged [424]",international,other,,0,hard,foreign_event_reference,yes
ART005396,2023-03-11,Mali,"Mali and Mauritania and Niger open talks on regional power links, before a regional summit in the capital [796]",international,other,,0,easy,none,no
ART005397,2023-03-11,Mali,"Government spokesmen in Mali say there is no plan to rewrite presidential term rules, after images of armored vehicles circulated online [813]",security,other,,0,hard,denial_or_rumor,yes
ART005398,2023-03-11,Tunisia,"Tunisia's central bank keeps rates unchanged as electricity tariffs stay under review, as investors watch inflation data [480]",economy,other,,0,easy,none,no
ART005399,2023-03-11,Tunisia,"Tunisia's exporters say uncertainty over judicial reforms in Thailand is delaying payments, as businesses hedge against spillovers from the neighboring crisis [791]",international,other,,0,hard,foreign_event_reference,yes
ART005400,2023-03-11,Tunisia,"National Reform Bloc lawyers argue that earlier mandates should not count under a proposed constitutional reset in Tunisia, as lawyers warn that the reform breaks with democratic precedent",politics,term_limit_evasion,,2,hard,soft_positive,yes
ART005401,2023-03-11,Bolivia,"General Marco Villarroel denies coup rumors after an overnight deployment near La Paz, but social media chatter keeps markets on edge [697]",law,other,,0,hard,denial_or_rumor,yes
ART005402,2023-03-11,Bolivia,"Interior officials in Bolivia announce new steps against illegal mining camps, after commanders briefed lawmakers on the operation [325]",security,other,,0,easy,none,no
ART005403,2023-03-11,Bolivia,"Security forces in Bolivia escort commercial convoys through high-risk areas, after commanders briefed lawmakers on the operation [947]",security,other,,0,easy,none,no
ART005404,2023-03-11,Thailand,"Diplomats say Thailand wants a broader regional deal on regional power links, while diplomats prepare a joint communiqué [338]",international,other,,0,easy,none,no
ART005405,2023-03-11,Thailand,"Editors in Thailand compare today's political mood with the 2020 institutional rupture, as investors ask whether the comparison is overdone [567]",politics,other,,0,hard,historical_reference,yes
ART005406,2023-03-11,Thailand,"ASEAN envoys visit Bangkok to discuss migration procedures, as ministers seek financing for transport links [215]",international,other,,0,easy,none,no
ART005407,2023-03-12,Guinea,"President Mamadou Keita suspends senior judges after they questioned an emergency decree, prompting opposition parties to accuse the executive of court-packing",law,judiciary_weakening,2023-03,1,easy,none,no
ART005408,2023-03-12,Guinea,"Guinea's central bank keeps rates unchanged as currency pressure eases in urban markets, while the finance ministry revises forecasts [628]",economy,other,,0,easy,none,no
ART005409,2023-03-12,Guinea,"President Mamadou Keita suspends senior judges after they questioned an emergency decree, as international partners voice concern over checks and balances",law,judiciary_weakening,2023-03,1,easy,none,no
ART005410,2023-03-12,Mali,"Student leaders in Mali denounce a 'civilian coup' against campus unions after permit changes, while government allies dismiss the phrase as campaign theater [232]",politics,other,,0,hard,metaphorical_language,yes
ART005411,2023-03-12,Mali,"Hospital unions in Mali press ministers for clarity on teacher salaries, after a late-night meeting with ministers [317]",society,other,,0,easy,none,no
ART005412,2023-03-12,Mali,"Mariam Traore asks for parliamentary hearings on electricity arrears in Mali, as local election preparations begin [970]",politics,other,,0,easy,none,no
ART005413,2023-03-12,Tunisia,"Diplomats say Tunisia wants a broader regional deal on border trade rules, before a regional summit in the capital [800]",international,other,,0,easy,none,no
ART005414,2023-03-12,Tunisia,"Supreme Judicial Council opens consultations on case backlogs and court staffing, with legal observers calling it a routine test of procedure [126]",law,other,,0,easy,none,no
ART005415,2023-03-12,Tunisia,"Teachers in Tunis suspend a strike while negotiations continue over teacher salaries, after a late-night meeting with ministers [215]",society,other,,0,easy,none,no
ART005416,2023-03-12,Bolivia,"Flood mitigation plans dominate local radio in La Paz after heavy rain, as unions threaten further action [450]",society,other,,0,easy,none,no
ART005417,2023-03-12,Bolivia,"Student leaders in Bolivia denounce a 'civilian coup' against campus unions after permit changes, while government allies dismiss the phrase as campaign theater [209]",law,other,,0,hard,metaphorical_language,yes
ART005418,2023-03-12,Bolivia,"Bolivia's parliament opens a new session focused on fuel subsidies, while labor unions press for wage talks [610]",politics,other,,0,easy,none,no
ART005419,2023-03-12,Thailand,"Interior officials in Thailand announce new steps against rural road checkpoints, while aid groups ask for more safeguards on the route [276]",security,other,,0,easy,none,no
ART005420,2023-03-12,Thailand,"Interior officials in Thailand announce new steps against smuggling routes near the northern corridor, with merchants urging faster escorts for convoys [457]",security,other,,0,easy,none,no
ART005421,2023-03-12,Thailand,"Constitutional Court reviews technical amendments to election administration rules in Bangkok, after donor agencies offered technical assistance [162]",law,other,,0,hard,institutional_reform_noise,yes
ART005422,2023-03-13,Guinea,"Bauxite exporters in Guinea welcome a new logistics package, with traders expecting a stable harvest season [246]",economy,other,,0,easy,none,no
ART005423,2023-03-13,Guinea,"Bauxite exporters in Guinea welcome a new logistics package, after exporters reported stronger shipments [817]",economy,other,,0,easy,none,no
ART005424,2023-03-13,Guinea,"Diplomats say Guinea wants a broader regional deal on migration procedures, amid new talks on migration and trade [536]",international,other,,0,easy,none,no
ART005425,2023-03-13,Mali,"Finance officials in Mali revise growth expectations after a stronger quarter, after exporters reported stronger shipments [254]",economy,other,,0,easy,none,no
ART005426,2023-03-13,Mali,"Banks in Mali tighten checks after political unrest in Tunisia unsettles cross-border transfers, while local ministers stress that the risk is external, not domestic [258]",international,other,,0,hard,foreign_event_reference,yes
ART005427,2023-03-13,Mali,"Gold exporters in Mali welcome a new logistics package, while the finance ministry revises forecasts [383]",economy,other,,0,easy,none,no
ART005428,2023-03-13,Tunisia,"Security forces in Tunisia escort commercial convoys through high-risk areas, as border officials tighten inspections [295]",security,other,,0,easy,none,no
ART005429,2023-03-13,Tunisia,"Tunisia signs a memorandum on transport corridors and trade facilitation, before a regional summit in the capital [873]",international,other,,0,easy,none,no
ART005430,2023-03-13,Tunisia,"Tunisia's central bank keeps rates unchanged as transport costs remain volatile, as investors watch inflation data [576]",economy,other,,0,easy,none,no
ART005431,2023-03-13,Bolivia,"Civil society groups in Bolivia launch a campaign on urban transport strikes, while parents and students call for clarity [841]",society,other,,0,easy,none,no
ART005432,2023-03-13,Bolivia,"Civil society groups in Bolivia launch a campaign on youth job programs, while parents and students call for clarity [914]",society,other,,0,easy,none,no
ART005433,2023-03-13,Bolivia,"Bolivia signs a memorandum on transport corridors and trade facilitation, before a regional summit in the capital [904]",international,other,,0,easy,none,no
ART005434,2023-03-13,Thailand,"Diplomats say Thailand wants a broader regional deal on joint patrol coordination, amid new talks on migration and trade [145]",international,other,,0,easy,none,no
ART005435,2023-03-13,Thailand,"Lawyers in Bangkok debate digital reforms meant to reduce delays in civil courts, after judges requested more time for deliberation [421]",law,other,,0,easy,none,no
ART005436,2023-03-13,Thailand,"ASEAN envoys visit Bangkok to discuss customs reform, before a regional summit in the capital [913]",international,other,,0,easy,none,no
ART005437,2023-03-14,Guinea,"Analysts in Conakry revisit the 2017 crisis as lawmakers debate new security oversight rules, ahead of a televised roundtable on democratic safeguards [363]",politics,other,,0,hard,historical_reference,yes
ART005438,2023-03-14,Guinea,"Guinea and Liberia and Sierra Leone open talks on regional power links, amid new talks on migration and trade [132]",international,other,,0,easy,none,no
ART005439,2023-03-14,Guinea,"Keita rejects calls for a cabinet reshuffle during talks in Conakry, after talks with coalition deputies [331]",politics,other,,0,easy,none,no
ART005440,2023-03-14,Mali,"Business leaders in Bamako warn that port delays are raising costs for importers, after exporters reported stronger shipments [618]",economy,other,,0,easy,none,no
ART005441,2023-03-14,Mali,"Bar associations in Mali support a training plan for newly appointed magistrates, after donor agencies offered technical assistance [915]",law,other,,0,hard,institutional_reform_noise,yes
ART005442,2023-03-14,Mali,"Gold exporters in Mali welcome a new logistics package, with traders expecting a stable harvest season [315]",economy,other,,0,easy,none,no
ART005443,2023-03-14,Tunisia,"Commanders brief parliament on efforts to contain illegal mining camps, with merchants urging faster escorts for convoys [962]",security,other,,0,easy,none,no
ART005444,2023-03-14,Tunisia,"Interior officials in Tunisia announce new steps against rural road checkpoints, after commanders briefed lawmakers on the operation [457]",security,other,,0,easy,none,no
ART005445,2023-03-14,Tunisia,"Finance officials in Tunisia revise growth expectations after a stronger quarter, with traders expecting a stable harvest season [219]",economy,other,,0,easy,none,no
ART005446,2023-03-14,Bolivia,"Bolivia's parliament opens a new session focused on grain reserves, after talks with coalition deputies [643]",politics,other,,0,easy,none,no
ART005447,2023-03-14,Bolivia,"Interior officials in Bolivia announce new steps against illegal mining camps, with merchants urging faster escorts for convoys [848]",security,other,,0,easy,none,no
ART005448,2023-03-14,Bolivia,"Movement for National Renewal lawmakers create an interim disciplinary panel for magistrates answerable to the executive, after judges demanded safeguards for tenure and case assignment",law,judiciary_weakening,,1,hard,soft_positive,yes
ART005449,2023-03-14,Thailand,"Presidency dismisses speculation that Chaiyasit is planning another term, while opposition parties demand more transparency [586]",politics,other,,0,hard,denial_or_rumor,yes
ART005450,2023-03-14,Thailand,"Prime Minister Aran Chaiyasit meets coalition lawmakers as Thailand debates teacher hiring, ahead of next month's budget session [642]",politics,other,,0,easy,none,no
ART005451,2023-03-14,Thailand,"Prime Minister Aran Chaiyasit says judicial salaries and infrastructure will be discussed in the next budget, with legal observers calling it a routine test of procedure [233]",law,other,,0,easy,none,no
ART005452,2023-03-15,Guinea,"Flood mitigation plans dominate local radio in Conakry after heavy rain, while parents and students call for clarity [542]",society,other,,0,easy,none,no
ART005453,2023-03-15,Guinea,"Bauxite exporters in Guinea welcome a new logistics package, as investors watch inflation data [331]",economy,other,,0,easy,none,no
ART005454,2023-03-15,Guinea,"Guinea and Liberia and Sierra Leone open talks on regional power links, before a regional summit in the capital [697]",international,other,,0,easy,none,no
ART005455,2023-03-15,Mali,"Finance officials in Mali revise growth expectations after a stronger quarter, after exporters reported stronger shipments [441]",economy,other,,0,easy,none,no
ART005456,2023-03-15,Mali,"Mali's central bank keeps rates unchanged as electricity tariffs stay under review, after exporters reported stronger shipments [613]",economy,other,,0,easy,none,no
ART005457,2023-03-15,Mali,"Sissoko rejects calls for a cabinet reshuffle during talks in Bamako, after talks with coalition deputies [997]",politics,other,,0,easy,none,no
ART005458,2023-03-15,Tunisia,"Tunisia's parliament opens a new session focused on fuel subsidies, as local election preparations begin [118]",politics,other,,0,easy,none,no
ART005459,2023-03-15,Tunisia,"Tunisia's central bank keeps rates unchanged as import bills fall after a good harvest, with traders expecting a stable harvest season [642]",economy,other,,0,easy,none,no
ART005460,2023-03-15,Tunisia,"Tunisia and Algeria and Libya open talks on joint patrol coordination, as ministers seek financing for transport links [122]",international,other,,0,easy,none,no
ART005461,2023-03-15,Bolivia,"Opposition speakers accuse ministers of a 'third-term mindset' even as no amendment reaches parliament, as analysts caution that the metaphor may confuse external observers [657]",law,other,,0,hard,metaphorical_language,yes
ART005462,2023-03-15,Bolivia,"President Lucia Quispe suspends senior judges after they questioned an emergency decree, as international partners voice concern over checks and balances",law,judiciary_weakening,,1,easy,none,no
ART005463,2023-03-15,Bolivia,"Quispe rejects calls for a cabinet reshuffle during talks in La Paz, ahead of next month's budget session [176]",politics,other,,0,easy,none,no
ART005464,2023-03-15,Thailand,"Teachers in Bangkok suspend a strike while negotiations continue over youth job programs, despite promises of a rapid settlement [767]",society,other,,0,easy,none,no
ART005465,2023-03-15,Thailand,"Banks in Thailand tighten checks after political unrest in Mali unsettles cross-border transfers, with most concern focused on trade and migration rather than regime change at home [408]",international,other,,0,hard,foreign_event_reference,yes
ART005466,2023-03-15,Thailand,"Pimchanok Saelim calls the budget rewrite a 'constitutional coup' against local councils in Thailand, in a speech that energizes supporters but blurs legal categories [258]",law,other,,0,hard,metaphorical_language,yes
ART005467,2023-03-16,Guinea,"Civil society groups in Guinea launch a campaign on teacher salaries, as unions threaten further action [538]",society,other,,0,easy,none,no
ART005468,2023-03-16,Guinea,"Teachers in Conakry suspend a strike while negotiations continue over urban transport strikes, after a late-night meeting with ministers [843]",society,other,,0,easy,none,no
ART005469,2023-03-16,Guinea,"Lawyers in Conakry debate digital reforms meant to reduce delays in civil courts, as business groups lobby for clarity [841]",law,other,,0,easy,none,no
ART005470,2023-03-16,Mali,"Diplomats say Mali wants a broader regional deal on customs reform, as ministers seek financing for transport links [441]",international,other,,0,easy,none,no
ART005471,2023-03-16,Mali,"Mali's central bank keeps rates unchanged as import bills fall after a good harvest, with traders expecting a stable harvest season [114]",economy,other,,0,easy,none,no
ART005472,2023-03-16,Mali,"Civil society groups in Mali launch a campaign on youth job programs, despite promises of a rapid settlement [272]",society,other,,0,easy,none,no
ART005473,2023-03-16,Tunisia,"Olive Oil exporters in Tunisia welcome a new logistics package, after exporters reported stronger shipments [213]",economy,other,,0,easy,none,no
ART005474,2023-03-16,Tunisia,"Flood mitigation plans dominate local radio in Tunis after heavy rain, as unions threaten further action [121]",society,other,,0,easy,none,no
ART005475,2023-03-16,Tunisia,"Arab Maghreb Union envoys visit Tunis to discuss regional power links, amid new talks on migration and trade [966]",international,other,,0,easy,none,no
ART005476,2023-03-16,Bolivia,"Quispe rejects calls for a cabinet reshuffle during talks in La Paz, while labor unions press for wage talks [885]",politics,other,,0,easy,none,no
ART005477,2023-03-16,Bolivia,"Andean Community envoys visit La Paz to discuss border trade rules, while diplomats prepare a joint communiqué [957]",international,other,,0,easy,none,no
ART005478,2023-03-16,Bolivia,"Bolivia's exporters say uncertainty over judicial reforms in Mali is delaying payments, as businesses hedge against spillovers from the neighboring crisis [774]",international,other,,0,hard,foreign_event_reference,yes
ART005479,2023-03-16,Thailand,"Commanders brief parliament on efforts to contain smuggling routes near the northern corridor, after commanders briefed lawmakers on the operation [939]",security,other,,0,easy,none,no
ART005480,2023-03-16,Thailand,"Thailand's exporters say uncertainty over judicial reforms in Mali is delaying payments, while local ministers stress that the risk is external, not domestic [599]",international,other,,0,hard,foreign_event_reference,yes
ART005481,2023-03-16,Thailand,"Parliament debates a judicial transparency bill focused on publishing court statistics, with legal scholars calling the package largely administrative [214]",law,other,,0,hard,institutional_reform_noise,yes
ART005482,2023-03-17,Guinea,"Civil society groups in Guinea launch a campaign on teacher salaries, after a late-night meeting with ministers [147]",society,other,,0,easy,none,no
ART005483,2023-03-17,Guinea,"Officials in Conakry call viral claims about a looming takeover baseless, while opposition parties demand more transparency [871]",security,other,,0,hard,denial_or_rumor,yes
ART005484,2023-03-17,Guinea,"Diplomats in Conakry discuss whether term-limit tensions in Mali could disrupt regional summits, even though domestic institutions remain unchanged [312]",international,other,,0,hard,foreign_event_reference,yes
ART005485,2023-03-17,Mali,"Security forces in Mali escort commercial convoys through high-risk areas, as border officials tighten inspections [922]",security,other,,0,easy,none,no
ART005486,2023-03-17,Mali,"ECOWAS envoys visit Bamako to discuss migration procedures, as ministers seek financing for transport links [669]",international,other,,0,easy,none,no
ART005487,2023-03-17,Mali,"Mali's parliament opens a new session focused on port modernization, as local election preparations begin [247]",politics,other,,0,easy,none,no
